"","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","project_pi_contact","access","id"
"5681","Pausandra trianae","whole plant growth form","tree",NA,NA,8.7,-83.55,NA,NA,"James S. MIller",NA,"public",13357482
"5682","Laetia procera","whole plant growth form","tree",NA,NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13370094
"5683","Acalypha diversifolia","whole plant growth form","tree",NA,NA,-11.063,-75.404,NA,NA,"James S. MIller",NA,"public",13400012
"5684","Croton schiedeanus","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"public",13432939
"5685","Guarea kunthiana","whole plant growth form","tree",NA,NA,-3.23333,-72.9,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13439858
"5686","Avicennia germinans","whole plant height","3.9624","m",NA,18.447325,-65.964736,NA,NA,"Greg Reams",NA,"public",19939197
"5687","Croton schiedeanus","diameter at breast height (1.3 m)","17.6","cm",NA,10.3162495055664,-84.0473711814107,NA,NA,"VG-VB-9",NA,"public",10402251
"5688","Croton schiedeanus","diameter at breast height (1.3 m)","12.7","cm",NA,10.2678697806,-84.0552816144,NA,NA,"VG-VB-9",NA,"public",25097113
"5689","Croton schiedeanus","diameter at breast height (1.3 m)","15.6","cm",NA,10.3167990393968,-84.0472917253967,NA,NA,"VG-VB-9",NA,"public",24255012
"5690","Croton schiedeanus","diameter at breast height (1.3 m)","14.2","cm",NA,10.3161939461675,-84.0472772110221,NA,NA,"VG-VB-9",NA,"public",24208156
"5691","Trema micrantha","diameter at breast height (1.3 m)","4.064","cm",NA,17.711388,-64.722668,NA,NA,"Greg Reams",NA,"public",602854
"5692","Laetia procera","diameter at breast height (1.3 m)","5000.5","cm",NA,9.156499863,-79.74420166,NA,NA,"Richard Condit",NA,"public",10290346
"5693","Avicennia germinans","diameter at breast height (1.3 m)","13.208","cm",NA,25.965455,-81.677056,NA,NA,"Greg Reams",NA,"public",2214329
"5694","Pausandra trianae","diameter at breast height (1.3 m)","2.8","cm",NA,-12.0361,-69.0987,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",2276994
"5695","Croton schiedeanus","diameter at breast height (1.3 m)","0","cm",NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",4523572
"5696","Croton schiedeanus","diameter at breast height (1.3 m)","9","cm",NA,-1.1,-79.6333,NA,NA,"James S. MIller",NA,"public",4743997
"5697","Avicennia germinans","whole plant height","13.4112","m",NA,18.447325,-65.964736,NA,NA,"Greg Reams",NA,"public",5154942
"5698","Guarea kunthiana","diameter at breast height (1.3 m)","563","cm",NA,-3.23333,-72.9,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",5961661
"5699","Pausandra trianae","diameter at breast height (1.3 m)","12","cm",NA,-12.2888,-69.2508,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",12053060
"5700","Trema micrantha","diameter at breast height (1.3 m)","175","cm",NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13035869
"5701","Croton schiedeanus","diameter at breast height (1.3 m)","4","cm",NA,9.58,-84.577,NA,NA,"James S. MIller",NA,"public",13223852
"5702","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.1315,-69.1061,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13246836
"5703","Pausandra trianae","whole plant growth form","tree",NA,NA,-14.6333,-62.6167,NA,NA,"James S. MIller",NA,"public",13297799
"5704","Pausandra trianae","whole plant growth form","tree",NA,NA,-3.51667,-73.0667,NA,NA,"James S. MIller",NA,"public",13321295
"5705","Pausandra trianae","whole plant growth form","tree",NA,NA,-14.6333,-62.6167,NA,NA,"James S. MIller",NA,"public",13357842
"5706","Vismia baccifera","whole plant growth form","tree",NA,NA,-3.13333,-60.0167,NA,NA,"James S. MIller",NA,"public",13366998
"5707","Guarea kunthiana","whole plant growth form","tree",NA,NA,-11.85,-71.3167,NA,NA,"James S. MIller",NA,"public",13370692
"5708","Croton schiedeanus","whole plant height","0","m",NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13661659
"5709","Laetia procera","whole plant height","0","m",NA,10.3904,-84.1286,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13898079
"5710","Vismia baccifera","whole plant height","0","m",NA,10.432,-84.0348,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14149750
"5711","Acalypha diversifolia","leaf dry mass per leaf fresh mass","352.4","mg.g-1",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.d87v7","Letcher SG","susan.letcher@purchase.edu","public",15803401
"5712","Acalypha diversifolia","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"public",26867421
"5713","Gordonia fruticosa","stem wood density","0.52","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","public",15286300
"5714","Hieronyma alchorneoides","diameter at breast height (1.3 m)","62.5","cm",NA,9.14681696332991,-79.712634338066,NA,NA,NA,NA,"public",22796409
"5715","Laetia procera","diameter at breast height (1.3 m)","19.6","cm",NA,-1.72963,-51.48499,NA,NA,"VG-CAX-1",NA,"public",2654685
"5716","Trema micrantha","whole plant growth form","tree",NA,NA,NA,NA,NA,"https://www.nature.com/nature/journal/v428/n6985/abs/nature02403.html","Wright IJ","iwright@rna.bio.mq.edu.au","public",1850054
"5717","Trema micrantha","whole plant height","5.1816","m",NA,17.734986,-64.622937,NA,NA,"Greg Reams",NA,"public",3888065
"5718","Avicennia germinans","whole plant height","13.1064","m",NA,25.927003,-81.588437,NA,NA,"Greg Reams",NA,"public",4040834
"5719","Croton schiedeanus","diameter at breast height (1.3 m)","3","cm",NA,13.35,-81.3667,NA,NA,"James S. MIller",NA,"public",7564969
"5720","Trema micrantha","whole plant height","2.4384","m",NA,17.750048,-64.833531,NA,NA,"Greg Reams",NA,"public",5947262
"5721","Acalypha diversifolia","diameter at breast height (1.3 m)","2.8","cm",NA,-12.4814,-68.7611,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",9940942
"5722","Acalypha diversifolia","diameter at breast height (1.3 m)","2.5","cm",NA,-12.6949,-69.1165,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",10718886
"5723","Vismia baccifera","diameter at breast height (1.3 m)","6.2","cm",NA,10.432,-84.0348,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",12954172
"5724","Pausandra trianae","whole plant growth form","tree",NA,NA,-3.43367,-72.8446,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13271297
"5725","Guarea kunthiana","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13343849
"5726","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.4996,-69.4187,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13361767
"5727","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",13371683
"5728","Laetia procera","whole plant growth form","tree",NA,NA,10.4054,-84.102,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13412413
"5729","Guarea kunthiana","whole plant growth form","tree",NA,NA,-12.386,-68.7941,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13444713
"5730","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.3393,-69.2528,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13473858
"5731","Croton schiedeanus","whole plant height","0","m",NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13661655
"5732","Laetia procera","whole plant height","0","m",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14297702
"5733","Laetia procera","whole plant height","0","m",NA,10.4134,-84.0278,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14533079
"5734","Perrottetia sessiliflora","leaf area per leaf dry mass","17.2818612","m2.kg-1","area/dry mass (Cornelissen et al. 2003)",9.4828,-83.95315,NA,"www.amjbot.org/content/suppl/2012/11/07/ajb.1200062.DC1/Blonder_AppS1A_observational_data.csv","Benjamin Blonder","bblonder@gmail.com","public",15709419
"5735","Avicennia germinans","diameter at breast height (1.3 m)","16.764","cm",NA,25.927003,-81.588437,NA,NA,"Greg Reams",NA,"public",16813270
"5736","Croton schiedeanus","diameter at breast height (1.3 m)","12","cm",NA,10.3450959290585,-84.0575642842658,NA,NA,"VG-VB-9",NA,"public",24250788
"5737","Croton schiedeanus","diameter at breast height (1.3 m)","11.3","cm",NA,10.3450959290585,-84.0575642842658,NA,NA,"VG-VB-9",NA,"public",24394017
"5738","Laetia procera","diameter at breast height (1.3 m)","21.3","cm",NA,-1.72963,-51.48499,NA,NA,"VG-CAX-1",NA,"public",16055304
"5739","Laetia procera","diameter at breast height (1.3 m)","20.4","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","public",14790553
"5740","Pausandra trianae","diameter at breast height (1.3 m)","14","cm",NA,-11.904708,-71.4024744,NA,NA,"Patricia Alvarez-Loayza",NA,"public",791977
"5741","Perrottetia sessiliflora","flower color","Yellow",NA,NA,NA,NA,NA,NA,NA,NA,"public",2028952
"5742","Croton schiedeanus","diameter at breast height (1.3 m)","20.5","cm",NA,10.3167688023045,-84.046973812391,NA,NA,"VG-VB-9",NA,"public",24267221
"5743","Hieronyma alchorneoides","minimum leaf length","2.5","cm",NA,NA,NA,NA,NA,NA,NA,"public",1732872
"5744","Laetia procera","diameter at breast height (1.3 m)","16.6","cm",NA,10.4026892143355,-84.0374213784905,NA,NA,"VG-VB-9",NA,"public",25327633
"5745","Guarea kunthiana","stem wood density","0.57","g.cm-3","oven dry mass/fresh volume;data compilation",NA,NA,NA,"http://datadryad.org/repo/handle/10255/dryad.235"," Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J","G.Lopez-Gonzalez@leeds.ac.uk","public",15982835
"5746","Croton schiedeanus","diameter at breast height (1.3 m)","19.8","cm",NA,10.3449203060732,-84.0579057338006,NA,NA,"VG-VB-9",NA,"public",25327113
"5747","Avicennia germinans","diameter at breast height (1.3 m)","24.892","cm",NA,18.447325,-65.964736,NA,NA,"Greg Reams",NA,"public",1787457
"5748","Pausandra trianae","diameter at breast height (1.3 m)","4","cm",NA,-12.4662,-69.2272,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",3047986
"5749","Pausandra trianae","diameter at breast height (1.3 m)","115","cm",NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",3281475
"5750","Guarea kunthiana","whole plant growth form","tree",NA,NA,-3.43367,-72.8446,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13366235
"5751","Pausandra trianae","diameter at breast height (1.3 m)","2.6","cm",NA,-12.3393,-69.2528,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",10053142
"5752","Gordonia fruticosa","diameter at breast height (1.3 m)","9","cm",NA,-15.9167,-67.5833,NA,NA,"James S. MIller",NA,"public",13130592
"5753","Guarea kunthiana","whole plant growth form","tree",NA,NA,-12.6509,-68.7401,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13256001
"5754","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-14.3667,-67.55,NA,NA,"Saara J. DeWalt","sdewalt@rice.edu","public",13318366
"5755","Croton schiedeanus","whole plant growth form","tree",NA,NA,10.4054,-84.1211,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13351597
"5756","Croton schiedeanus","whole plant growth form","tree",NA,NA,-1.1,-79.6333,NA,NA,"James S. MIller",NA,"public",13355996
"5757","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.5833,-69.15,NA,NA,"James S. MIller",NA,"public",13383497
"5758","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.3627,-69.2844,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13389353
"5759","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.0321,-69.1042,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13390927
"5760","Guarea kunthiana","whole plant growth form","tree",NA,NA,10.2,-84.1,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","public",13412583
"5761","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.1315,-69.1061,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13427791
"5762","Hieronyma alchorneoides","whole plant growth form","tree",NA,NA,-12.0321,-69.1042,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13459024
"5763","Laetia procera","whole plant height","0","m",NA,10.4054,-84.1211,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14508026
"5764","Avicennia germinans","whole plant height","7.9248","m",NA,25.927003,-81.588437,NA,NA,"Greg Reams",NA,"public",19277920
"5765","Pausandra trianae","diameter at breast height (1.3 m)","10.4","cm",NA,10.3161309016393,-84.0467293048772,NA,NA,"VG-VB-9",NA,"public",25092299
"5766","Hasseltia floribunda","diameter at breast height (1.3 m)","5000.5","cm",NA,9.143460274,-79.88249969,NA,NA,"Richard Condit",NA,"public",22487461
"5767","Avicennia germinans","diameter at breast height (1.3 m)","19.812","cm",NA,25.927003,-81.588437,NA,NA,"Greg Reams",NA,"public",26223601
"5768","Pausandra trianae","diameter at breast height (1.3 m)","12","cm",NA,-11.904708,-71.4024744,NA,NA,"Patricia Alvarez-Loayza",NA,"public",24230203
"5769","Croton schiedeanus","diameter at breast height (1.3 m)","12.8","cm",NA,10.3449480419567,-84.0581115317113,NA,NA,"VG-VB-9",NA,"public",25147381
"5770","Laetia procera","diameter at breast height (1.3 m)","15.1","cm",NA,9.20040523633361,-79.7744366247207,NA,NA,NA,NA,"public",25216803
"5771","Perrottetia sessiliflora","maximum fruit length","3","mm",NA,NA,NA,NA,NA,NA,NA,"public",2067590
"5772","Avicennia germinans","diameter at breast height (1.3 m)","3.81","cm",NA,17.927807,-66.247674,NA,NA,"Greg Reams",NA,"public",2717571
"5773","Pausandra trianae","diameter at breast height (1.3 m)","4.3","cm",NA,-12.2829,-69.2804,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",3048038
"5774","Trema micrantha","whole plant height","5.1816","m",NA,17.734986,-64.622937,NA,NA,"Greg Reams",NA,"public",3765724
"5775","Avicennia germinans","whole plant height","5.4864","m",NA,27.148509,-80.153097,NA,NA,"Greg Reams",NA,"public",6385791
"5776","Hasseltia floribunda","diameter at breast height (1.3 m)","11.6000003814697","cm",NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",8134200
"5777","Pausandra trianae","whole plant growth form","tree",NA,NA,-13.5833,-68.7667,NA,NA,"James S. MIller",NA,"public",13257422
"5778","Avicennia germinans","whole plant height","16.764","m",NA,25.927003,-81.588437,NA,NA,"Greg Reams",NA,"public",9410746
"5779","Pausandra trianae","diameter at breast height (1.3 m)","5.7","cm",NA,-12.4996,-69.4187,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",9714408
"5780","Guarea kunthiana","diameter at breast height (1.3 m)","170","cm",NA,-3.43367,-72.8446,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",9941386
"5781","Pausandra trianae","diameter at breast height (1.3 m)","7.9","cm",NA,-12.2979,-69.2746,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",10719033
"5782","Avicennia germinans","diameter at breast height (1.3 m)","3.048","cm",NA,18.447325,-65.964736,NA,NA,"Greg Reams",NA,"public",12172107
"5783","Vismia baccifera","diameter at breast height (1.3 m)","11.3","cm",NA,10.4554,-84.0659,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",12375512
"5784","Vismia baccifera","whole plant growth form","tree",NA,NA,-3.13333,-60.0167,NA,NA,"James S. MIller",NA,"public",13259163
"5785","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-12.7833,-69.2833,NA,NA,"James S. MIller",NA,"public",13277752
"5786","Croton schiedeanus","whole plant growth form","tree",NA,NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13327824
"5787","Guarea kunthiana","whole plant growth form","tree",NA,NA,-4.53333,-79.7333,NA,NA,"James S. MIller",NA,"public",13366900
"5788","Pausandra trianae","whole plant growth form","tree",NA,NA,-13.5833,-68.7667,NA,NA,"James S. MIller",NA,"public",13370817
"5789","Trema micrantha","leaf photosynthetic rate per leaf area","11.32","Âµmol.m-2.s-1","photosynthetic rates of current-season leaves at saturating light",-15.78333,-62.91667,NA,"doi: 10.1890/0012-9658(2006)87[1733:LTAGPO]2.0.CO;2","L. Poorter","lourens.poorter@wur.nl","public",15569817
"5790","Vismia baccifera","diameter at breast height (1.3 m)","5000.5","cm",NA,9.190279961,-79.76429749,NA,NA,"Richard Condit",NA,"public",16360579
"5791","Laetia procera","leaf thickness","0.115","mm","lamina thickness is the thickness of the leaf lamina measured in regions that do not include primary or secondary veins.  Species means of the individual means of two leaves per individual for the lamina portion used in shearing test.",9.166667,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.8525","Westbrook JW","jwestbrook@ufl.edu","public",15607912
"5792","Guarea kunthiana","maximum fruit length","45","mm",NA,NA,NA,NA,NA,NA,NA,"public",15896625
"5793","Trema micrantha","diameter at breast height (1.3 m)","12","cm",NA,10.963,-73.98,NA,NA,"James S. MIller",NA,"public",4181781
"5794","Hasseltia floribunda","diameter at breast height (1.3 m)","5000.5","cm",NA,9.147870064,-79.69309998,NA,NA,"Richard Condit",NA,"public",5567352
"5795","Guarea kunthiana","whole plant growth form","tree",NA,NA,-12.4961,-69.2226,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13433621
"5796","Hasseltia floribunda","diameter at breast height (1.3 m)","10.2","cm",NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",6776967
"5797","Croton schiedeanus","diameter at breast height (1.3 m)","7","cm",NA,8.7,-83.55,NA,NA,"James S. MIller",NA,"public",7227433
"5798","Pausandra trianae","diameter at breast height (1.3 m)","6.3","cm",NA,-12.4159,-69.3269,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",7340438
"5799","Vismia baccifera","diameter at breast height (1.3 m)","6.8","cm",NA,10.4554,-84.0659,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",7453126
"5800","Pausandra trianae","diameter at breast height (1.3 m)","3.6","cm",NA,-12.1121,-69.1378,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",11038107
"5801","Trema micrantha","whole plant height","4.8768","m",NA,17.734986,-64.622937,NA,NA,"Greg Reams",NA,"public",8162975
"5802","Pausandra trianae","diameter at breast height (1.3 m)","2.9","cm",NA,-12.0411,-69.1056,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",10718841
"5803","Avicennia germinans","diameter at breast height (1.3 m)","16.51","cm",NA,25.909145,-81.654564,NA,NA,"Greg Reams",NA,"public",12839512
"5804","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.1315,-69.1061,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13343233
